Order_ID,Product_ID,Customer_ID,Purchase_Date,Quantity,Unit_Price,Order_Value,Discount,Store_Location,Return_Status,Revenue,Payment_Type_Bank Transfer,Payment_Type_Cash,Payment_Type_Credit Card,Payment_Type_Debit Card,Payment_Type_PayPal,Final_Price,Unit_Price_Zscore,Order_Value_Category,Profit,Purchase_Year,High_Value_Order
902643,3169,53388,2022-05-18,7,0.4169859616895853,0.1255104910750817,1.1823444683133397,Phoenix,Not Returned,2261.7000000000003,1,0,0,0,0,-0.6356260907461865,0.4169859616895853,Low,2260.517655531687,2022,False
429642,9988,18441,2023-12-20,9,0.14233493292107952,-0.2587072956295748,0.10434011581076597,Houston,Not Returned,2551.2300000000005,0,0,0,0,1,0.3297625943968534,0.14233493292107952,Low,2551.1256598841896,2023,False
672048,2576,91979,2022-11-14,3,0.7139528196943914,-1.2792060014628677,-1.630223770051326,Los Angeles,Processed,1097.85,0,1,0,0,0,1.7652145006115854,0.7139528196943914,Low,1099.4802237700512,2022,False
225265,8698,76530,2022-10-10,8,-0.12552432173203074,-0.9207400954897924,-1.4012071319960968,Phoenix,Not Returned,1958.56,0,1,0,0,0,1.641265557555674,-0.12552432173203074,Low,1959.961207131996,2022,False
462829,7125,91399,2022-06-13,1,-1.770796949277912,0.7903909204898812,0.7371849085432637,Houston,Not Returned,7.42,0,0,0,0,1,0.0044124045230348186,-1.770796949277912,Low,6.682815091456736,2022,False
827623,7887,10460,2023-06-23,7,1.1106478710875096,0.4735852872792733,-1.7298256806848136,Houston,Not Returned,2962.33,0,0,0,0,1,2.3785660801936537,1.1106478710875096,Low,2964.0598256806848,2023,False
913884,8378,40369,2021-05-14,2,0.6846373048901832,-0.08154503480712595,1.3917117498490377,Los Angeles,Processed,723.44,0,0,1,0,0,-0.9056821197438234,0.6846373048901832,Low,722.048288250151,2021,False
107990,2915,76784,2023-11-18,4,-0.4488266303883718,-0.011826027563332078,0.5183317307567576,New York,Processed,792.68,0,0,0,0,1,-0.011867199405185103,-0.4488266303883718,Low,792.1616682692431,2023,False
842858,1321,54455,2023-09-01,5,1.2352561349597715,1.1225094078197204,-1.298217401273035,Los Angeles,Processed,2205.85,0,0,1,0,0,2.1371598825937097,1.2352561349597715,Low,2207.148217401273,2023,False
491535,6869,43079,2023-09-18,8,1.5482321748080106,0.26997292886330304,-1.3625859829749487,Houston,Not Returned,3890.64,0,0,0,1,0,1.9516468402576788,1.5482321748080106,Low,3892.002585982975,2023,False
813701,7264,50164,2023-07-23,5,1.5304903975269766,-0.2798660046517218,1.1240739627726601,Phoenix,Processed,2418.85,0,0,1,0,0,-0.6961729491534054,1.5304903975269766,Low,2417.725926037227,2023,False
252065,2167,22650,2023-11-03,8,-1.6217244378267246,1.0883652342181447,0.19513369421135984,Chicago,Processed,231.44,0,0,0,0,1,0.6338010023850302,-1.6217244378267246,Low,231.24486630578863,2023,False
298999,2143,79962,2023-01-13,2,0.5413170102918309,-0.9508934805569415,0.14363882884982912,Phoenix,Not Returned,682.08,0,0,0,1,0,0.08758152700035102,0.5413170102918309,Low,681.9363611711502,2023,False
238090,1092,75786,2022-04-30,6,-0.038340119311950006,-0.2127892690619387,-0.9418187278498084,Los Angeles,Not Returned,1544.3999999999999,0,0,0,1,0,1.3893801830314654,-0.038340119311950006,Low,1545.3418187278496,2022,False
490278,3844,13799,2021-11-11,9,-0.753001085413598,-1.6069572107739003,-1.6905269676457504,Los Angeles,Processed,1388.52,0,1,0,0,0,1.7294525954396238,-0.753001085413598,Low,1390.2105269676458,2021,False
950273,3284,86733,2022-08-20,6,1.327846035145167,-0.420440332855802,-0.11586819001156996,Los Angeles,Processed,2727.18,0,0,0,1,0,0.5025663433465619,1.327846035145167,Low,2727.2958681900113,2022,False
821206,2865,58581,2021-09-12,7,1.061095641572122,-0.6912115700217839,-0.23376432912875894,Chicago,Processed,2912.28,0,0,0,0,1,0.5410984222083799,1.061095641572122,Low,2912.513764329129,2021,False
271549,6608,56130,2023-01-25,5,-1.6256054516069507,-0.5829263490507892,1.1383028071488726,Houston,Processed,141.85,0,0,1,0,0,-0.7992299116327133,-1.6256054516069507,Low,140.71169719285112,2023,False
156235,1668,96265,2022-06-17,1,0.4807454737933009,0.12655781636799268,0.2940580408269323,Phoenix,Not Returned,332.3,1,0,0,0,0,0.25296731169266984,0.4807454737933009,Low,332.0059419591731,2022,False
741823,3125,70892,2021-01-13,1,-1.1379144878310294,1.3353560264980249,0.43092597244573827,Chicago,Processed,98.74,0,0,0,0,1,0.4704026472504166,-1.1379144878310294,Low,98.30907402755426,2021,False
978055,8791,40001,2023-12-01,9,1.363121678254723,0.4966195984599672,0.19242343813970036,Los Angeles,Not Returned,4136.58,0,0,1,0,0,0.4630684039507789,1.363121678254723,Low,4136.38757656186,2023,False
309004,5494,94421,2022-01-22,5,-0.631511493329018,-1.054393862444636,0.8699874560545802,Houston,Processed,859.05,0,1,0,0,0,-0.6691034484464167,-0.631511493329018,Low,858.1800125439454,2022,False
728464,1511,38385,2022-08-17,1,0.053833957968421685,-1.6047461907110878,-1.1701578018871228,Chicago,Processed,270.7,1,0,0,0,0,1.209731487913944,0.053833957968421685,Low,271.8701578018871,2022,False
298078,4267,35151,2023-01-05,1,-1.000831536808041,-0.14586312926590764,1.0129534638346198,New York,Processed,118.52,1,0,0,0,0,-0.5457757072798017,-1.000831536808041,Low,117.50704653616538,2023,False
847851,3065,24166,2023-03-08,8,-0.8514818100868372,-1.1536912526339809,0.7256663202387106,Chicago,Processed,1120.56,0,0,1,0,0,-0.5538867483182913,-0.8514818100868372,Low,1119.8343336797611,2023,False
402924,1469,37569,2021-11-19,1,0.33347486159721845,-1.552243020798481,-1.4323750768201813,Houston,Processed,311.05,0,0,0,1,0,1.487337637914216,0.33347486159721845,Low,312.4823750768202,2021,False
533019,3119,30784,2022-06-21,3,1.4480881585146745,0.11229228754167274,-0.7581988789948759,Houston,Not Returned,1415.6399999999999,0,0,0,0,1,1.3010429517700097,1.4480881585146745,Low,1416.3981988789947,2022,False
233704,4581,86097,2021-01-11,3,1.095678246506637,-0.22344734410156447,1.139657935184702,Phoenix,Processed,1263.09,0,0,0,0,1,-0.695220401577967,1.095678246506637,Low,1261.9503420648152,2021,False
808768,5313,25890,2022-04-23,2,-1.7080769944367569,0.2370129858216858,0.4959721181655663,Phoenix,Not Returned,32.94,0,0,0,0,1,0.0834280567900928,-1.7080769944367569,Low,32.44402788183443,2022,False
151934,5089,65437,2022-05-05,2,0.7469414368263138,-0.7616014130741096,-0.6098123590715172,New York,Processed,741.42,0,1,0,0,0,0.8965149264254333,0.7469414368263138,Low,742.0298123590715,2022,False
558771,7989,30326,2022-02-05,6,-0.8320767411857063,0.07284988010537016,-1.3619084189570339,Chicago,Not Returned,857.22,0,1,0,0,0,1.8931917748954943,-0.8320767411857063,Low,858.581908418957,2022,False
302998,7499,93114,2021-03-06,2,1.097341538126734,0.8797695240816555,-1.010252693659211,Chicago,Not Returned,842.54,0,0,1,0,0,1.7780472090400607,1.097341538126734,Low,843.5502526936592,2021,False
568859,4659,33400,2023-10-15,4,-1.2352170476067001,-0.3204515710678687,0.7866470818510501,Chicago,Processed,338.8,0,1,0,0,0,-0.37064184923225285,-1.2352170476067001,Low,338.01335291814894,2023,False
656915,9123,27416,2022-08-10,5,0.48615117155861576,-1.6590154385686038,-0.7331290103320254,New York,Not Returned,1665.3999999999999,0,0,0,1,0,0.7567961772541701,0.48615117155861576,Low,1666.133129010332,2022,False
134450,8366,30730,2023-07-29,3,-0.261775626944971,0.7961477869692167,0.7934227220301986,Phoenix,Not Returned,675.48,0,0,1,0,0,-0.0501380499115498,-0.261775626944971,Low,674.6865772779698,2023,False
491345,9724,57268,2023-02-17,3,-0.19669934230867844,1.0282569767210652,-0.9445289839214678,Chicago,Not Returned,703.6500000000001,1,0,0,0,0,1.7558457258939724,-0.19669934230867844,Low,704.5945289839216,2023,False
105832,3333,67434,2023-12-06,2,-1.0897483346657226,0.08629397732940669,0.13618562465276546,Houston,Not Returned,211.38,0,1,0,0,0,0.399038246361576,-1.0897483346657226,Low,211.24381437534723,2023,False
834807,5125,31565,2022-11-30,1,-1.2293262231188566,0.014808892140703437,-0.4045104616433086,New York,Not Returned,85.55,0,1,0,0,0,0.9187817873738287,-1.2293262231188566,Low,85.95451046164331,2022,False
389310,9290,81874,2022-10-06,6,0.5492176454872912,-1.4948591781156406,0.6680733787159462,New York,Processed,2053.08,1,0,0,0,0,-0.5962913991488411,0.5492176454872912,Low,2052.411926621284,2022,False
266286,4698,43015,2022-02-25,6,-1.0491362976083558,-0.3090610528495405,-0.9750193647276375,Houston,Not Returned,669.3,1,0,0,0,0,1.3943632007508473,-1.0491362976083558,Low,670.2750193647275,2022,False
613792,6153,78817,2023-04-22,5,-1.5860329718121446,0.5821100924676008,1.6281815921013305,Phoenix,Not Returned,170.39999999999998,0,1,0,0,0,-0.947632167127614,-1.5860329718121446,Low,168.77181840789865,2023,False
917988,6280,84473,2021-10-24,1,-0.9988217261004237,-0.7760243829575336,1.242647665907764,Los Angeles,Not Returned,118.81,0,0,1,0,0,-0.9601725248597958,-0.9988217261004237,Low,117.56735233409223,2021,False
989132,2251,25499,2023-07-02,6,0.6286398203469196,-1.037602431441295,1.4201694386014623,Phoenix,Not Returned,2121.84,0,1,0,0,0,-1.214363799892924,0.6286398203469196,Low,2120.4198305613986,2023,False
788301,4999,35138,2023-06-30,6,-0.6968649932353267,-0.07547328621358212,0.6504567142501589,Los Angeles,Processed,974.28,0,0,0,1,0,-0.162647431969636,-0.6968649932353267,Low,973.6295432857498,2023,False
372003,4723,26430,2021-04-29,8,-0.9678429196761184,-0.27722373299771036,0.8591464317679423,Los Angeles,Not Returned,986.24,0,0,0,0,1,-0.4304709584647312,-0.9678429196761184,Low,985.380853568232,2021,False
959256,6122,80946,2021-08-10,4,0.2749824396238097,0.35343722491863755,1.1247515267905748,Chicago,Processed,1210.44,0,0,0,0,1,-0.5112269728071234,0.2749824396238097,Low,1209.3152484732095,2021,False
984741,8293,85129,2023-04-08,2,0.8603224822629214,-0.12445799076307554,-0.752100802833642,New York,Not Returned,774.14,1,0,0,0,0,1.225552485377401,0.8603224822629214,Low,774.8921008028336,2023,False
554103,8804,47382,2022-04-23,9,0.7860287898985919,0.022468741831995275,-1.15863921358257,Phoenix,Not Returned,3387.15,1,0,0,0,0,1.675155669847668,0.7860287898985919,Low,3388.308639213583,2022,False
653915,6562,87495,2022-07-16,2,1.0373937359857406,1.3283054052450933,0.4946169901297368,Houston,Processed,825.24,1,0,0,0,0,0.40464506616104257,1.0373937359857406,Low,824.7453830098702,2022,False
301734,7060,22787,2022-07-11,1,0.6914290790055787,1.5072679703292131,1.0454765366945342,Chicago,Not Returned,362.7,0,1,0,0,0,-0.09375988460750584,0.6914290790055787,Low,361.65452346330545,2022,False
659776,9093,23864,2021-08-29,7,1.3282618580501913,-0.8152751230199701,-1.0834296075940182,Phoenix,Not Returned,3182.1299999999997,0,0,0,1,0,1.3544002102279837,1.3282618580501913,Low,3183.2134296075938,2021,False
243929,3179,30266,2022-03-07,1,1.0337206336580262,-0.3750562368296504,-0.15516690305063288,Phoenix,Processed,412.09,0,0,0,1,0,0.5551673043250805,1.0337206336580262,Low,412.24516690305063,2022,False
620130,3713,55186,2022-11-21,1,-0.22268827387269302,-0.7020407766452186,1.0610605091065763,Los Angeles,Processed,230.8,0,0,0,0,1,-0.7569004969078331,-0.22268827387269302,Low,229.73893949089344,2022,False
191845,1611,68321,2022-01-11,9,0.9199930691338989,-0.8433543932913539,1.4750521240525678,New York,Not Returned,3561.12,0,1,0,0,0,-1.212311660339816,0.9199930691338989,Low,3559.6449478759473,2022,False
435959,1230,12102,2023-01-04,8,-0.11478223001890463,1.6545575018819596,0.01964461357140599,Houston,Processed,1970.96,0,0,1,0,0,0.9752431499655875,-0.11478223001890463,Low,1970.9403553864286,2023,False
763767,5053,95310,2022-02-08,8,0.418372038039666,-0.8996224580477594,-0.3591136724430118,Houston,Not Returned,2586.4,1,0,0,0,0,0.6053617563575243,0.418372038039666,Low,2586.759113672443,2022,False
135028,9847,41792,2022-04-03,9,-0.6365013681893088,-1.5110824522607356,1.553649550130694,Los Angeles,Not Returned,1539.81,0,1,0,0,0,-1.4866226727681906,-0.6365013681893088,Low,1538.2563504498692,2022,False
116409,5032,53931,2022-11-26,8,0.08190200405755749,1.4505891897716663,0.8394970752484103,Phoenix,Processed,2198.0,0,0,0,0,1,0.09560681470608512,0.08190200405755749,Low,2197.1605029247517,2022,False
537617,4990,48814,2022-08-01,7,5.419558528763317e-05,-0.8357835320236429,-1.3503898306524809,Los Angeles,Processed,1840.58,0,0,0,0,1,1.6153493420607135,5.419558528763317e-05,Low,1841.9303898306523,2022,False
794763,4501,42293,2023-11-29,8,-0.8022067958414656,1.640853284650533,1.1897976725104034,Phoenix,Not Returned,1177.44,0,1,0,0,0,-0.19892666619434363,-0.8022067958414656,Low,1176.2502023274897,2023,False
433477,1977,83033,2022-01-02,8,-0.5244370952852782,-0.03130764706415082,1.1437233192921914,Chicago,Processed,1498.08,0,0,0,1,0,-0.6429689233306175,-0.5244370952852782,Low,1496.9362766807078,2022,False
287400,7773,55910,2023-12-19,1,-1.3305097966747534,0.27411431319148094,-0.05624255643506061,Houston,Not Returned,70.95,0,0,0,1,0,0.6465172689219187,-1.3305097966747534,Low,71.00624255643507,2023,False
201686,9311,71869,2021-03-08,9,0.2781704152289953,0.44695036757523776,1.5821072388831185,Phoenix,Not Returned,2727.63,0,0,0,0,1,-0.941173633753226,0.2781704152289953,Low,2726.047892761117,2021,False
419209,5902,40030,2021-10-28,4,1.5451828068378328,0.9799294174533979,1.6173405678146926,New York,Processed,1943.56,1,0,0,0,0,-0.820188813844082,1.5451828068378328,Low,1941.9426594321853,2021,False
159877,9192,48392,2021-03-05,9,0.6653015398065563,1.0132384689259855,0.319127909489783,Houston,Not Returned,3230.37,0,1,0,0,0,0.48778685179204806,0.6653015398065563,Low,3230.05087209051,2021,False
581055,1679,61971,2021-07-01,7,1.6002100379360396,1.2676974435232913,0.7812265697077307,New York,Processed,3456.81,0,0,1,0,0,0.10027106678577247,1.6002100379360396,Low,3456.0287734302924,2021,False
568297,3761,14203,2022-08-05,3,1.2010200491127763,-1.2529544165065643,-0.9370757797244041,Los Angeles,Not Returned,1308.69,0,0,1,0,0,1.0797609478182704,1.2010200491127763,Low,1309.6270757797245,2022,False
962885,6246,53636,2023-11-10,7,-1.1575274681846726,-0.0021742062365034827,0.07249460696876668,Chicago,Not Returned,671.37,0,0,0,0,1,0.4367989092387082,-1.1575274681846726,Low,671.2975053930312,2023,False
908943,2605,17095,2021-08-06,5,-0.41958041940166746,0.3342157254252088,0.15719010920812665,New York,Not Returned,1011.9499999999999,1,0,0,0,0,0.45070055153037886,-0.41958041940166746,Low,1011.7928098907918,2021,False
549695,3917,45604,2022-08-12,6,1.4408805614942544,-0.3653907249761168,-1.2690821485026953,Chicago,Not Returned,2825.04,0,0,1,0,0,1.6719155473775218,1.4408805614942544,Low,2826.3090821485025,2022,False
796963,8211,13710,2021-05-31,5,0.0013709681178643547,0.40494098638179976,1.1200085786651706,Houston,Not Returned,1315.65,0,0,0,1,0,-0.4913880799612871,0.0013709681178643547,Low,1314.529991421335,2021,False
893458,2861,49646,2022-11-18,2,-0.9854460893221442,1.0958128807455134,-1.5766962126360506,New York,Not Returned,241.48,0,0,0,1,0,2.4078138422276334,-0.9854460893221442,Low,243.05669621263604,2022,False
179899,4481,85126,2022-02-21,9,0.08924820871298561,1.244040213377533,-0.5495091614770929,Phoenix,Not Returned,2482.29,1,0,0,0,0,1.4240727755152782,0.08924820871298561,Low,2482.839509161477,2022,False
271945,3195,27230,2022-08-06,4,0.6549059671809504,-1.3090650402058652,-0.05420986438131589,Los Angeles,Not Returned,1429.72,0,0,1,0,0,0.18044879923842203,0.6549059671809504,Low,1429.7742098643814,2022,False
706588,1302,17453,2022-08-23,7,-1.3018873200455856,1.4257614195926538,0.18022728581723255,Houston,Not Returned,525.56,1,0,0,0,0,0.7475994920292077,-1.3018873200455856,Low,525.3797727141828,2022,False
754747,4647,43065,2023-03-08,9,-0.2567164482671762,-1.0891130381678096,-1.0190610258921047,Houston,Processed,2033.0099999999998,0,0,1,0,0,1.2097687135079727,-0.2567164482671762,Low,2034.029061025892,2023,False
568494,5987,42437,2023-04-06,7,1.6403369482708783,1.5328966363204517,-1.4147584123543944,Los Angeles,Not Returned,3497.34,0,0,0,0,1,2.3739869221013508,1.6403369482708783,Low,3498.7547584123545,2023,False
670496,8307,86847,2023-01-22,9,1.6071404196864436,-0.9307615610376483,1.5495841660232046,New York,Not Returned,1017.4000000000001,0,1,0,0,0,-1.312463069420394,1.6071404196864436,Low,4451.920415833977,2023,False
640419,5486,89530,2022-04-05,4,1.361458386634626,-0.5590706062678119,-1.4066276441394157,Chicago,Not Returned,1837.52,0,0,0,0,1,1.7526927469058018,1.361458386634626,Low,1838.9266276441394,2022,False
104617,4837,29695,2021-08-01,4,-1.2317518567314982,0.6990545715793317,0.3543612384213567,Houston,Processed,340.8,1,0,0,0,0,0.3604650498702574,-1.2317518567314982,Low,340.44563876157866,2021,False
872934,6640,11794,2022-07-28,3,-1.4695332545878554,-1.4975699024031754,-0.8903238624882776,Chicago,Processed,152.67000000000002,1,0,0,0,0,0.9613113186490442,-1.4695332545878554,Low,153.5603238624883,2022,False
506268,6137,14246,2021-07-11,9,1.2550077229484222,0.15936716361585795,0.5000375022730558,Chicago,Not Returned,3996.18,0,0,0,0,1,0.0566043923843762,1.2550077229484222,Low,3995.6799624977266,2021,False
764893,6494,22993,2021-05-27,2,1.4675625312333094,1.4931804183500548,-0.8720296340045758,New York,Processed,949.38,0,0,0,1,0,1.8196171720253296,1.4675625312333094,Low,950.2520296340045,2021,False
599648,6729,29572,2023-11-18,3,-0.7273586729371038,-1.195358370659801,1.168115623937127,Phoenix,Processed,473.93999999999994,0,0,0,0,1,-1.0085488398308053,-0.7273586729371038,Low,472.7718843760628,2023,False
822064,8842,14377,2022-10-19,2,-0.2862398745238967,-1.354791399399635,-0.42687007423449974,Houston,Not Returned,443.26,0,0,0,1,0,0.5397064425402388,-0.2862398745238967,Low,443.6868700742345,2022,False
787303,3207,66019,2022-06-16,4,1.5575188863535518,0.8673932879405876,0.17887215778140284,Houston,Processed,1950.68,0,0,0,1,0,0.5852948365927294,1.5575188863535518,Low,1950.5011278422187,2022,False
647991,7454,49066,2022-02-07,3,-1.7042652844740347,-1.1392066753803856,1.587527751026438,Los Angeles,Not Returned,51.06,0,0,1,0,0,-1.411502695449927,-1.7042652844740347,Low,49.47247224897357,2022,False
136718,5173,61431,2021-03-02,5,0.7804151806807648,-0.8099837344485952,0.4451548168219503,Los Angeles,Processed,1877.7,0,1,0,0,0,-0.17263328844783404,0.7804151806807648,Low,1877.254845183178,2021,False
998908,1601,89963,2022-02-07,2,1.576993259072187,-0.3544314583489873,1.2690726626064444,Houston,Processed,980.96,1,0,0,0,0,-0.8630270617782139,1.576993259072187,Low,979.6909273373936,2022,False
972168,4651,50787,2023-05-09,8,-1.4437522344763527,0.30526026144472257,0.4898740420043326,New York,Not Returned,436.88,1,0,0,0,0,0.10952966416646581,-1.4437522344763527,Low,436.3901259579957,2023,False
787606,1564,53600,2021-02-25,1,-1.3036199154831865,-0.7333647017456214,-1.309735989577588,Phoenix,Processed,74.83,1,0,0,0,0,1.604714842414197,-1.3036199154831865,Low,76.13973598957759,2021,False
670972,6974,97135,2021-01-30,4,0.5341787170889147,1.0583555996813951,-1.60989684951388,Los Angeles,Processed,1360.04,1,0,0,0,0,2.4300356102178755,0.5341787170889147,Low,1361.6498968495139,2021,False
750751,8323,97439,2022-02-13,8,1.5914777569305307,-1.5390179720017199,0.24662855957289082,Chicago,Not Returned,3940.56,0,0,1,0,0,-0.1877896873145985,1.5914777569305307,Low,3940.313371440427,2022,False
726146,2828,14986,2023-12-09,3,-0.9390818354119422,1.2379273932038743,-0.055564992417145624,Phoenix,Not Returned,382.29,0,0,1,0,0,0.9283369160465926,-0.9390818354119422,Low,382.34556499241717,2023,False
534224,7217,53350,2022-02-18,3,0.89033103524217,1.4506918687219514,1.570588650578566,Los Angeles,Not Returned,1174.1999999999998,0,0,1,0,0,-0.6354546650404972,0.89033103524217,Low,1172.6294113494212,2022,False
423352,2915,73188,2022-05-26,8,-0.645857383552354,-0.4795218008500277,0.6064150530856919,Chicago,Not Returned,1357.92,1,0,0,0,0,-0.2370338985388511,-0.645857383552354,Low,1357.3135849469145,2022,False
598074,2549,51910,2023-01-14,2,-1.7147301609171446,1.062743413490258,-1.2284283074278024,Phoenix,Processed,31.02,1,0,0,0,0,2.0498531527365027,-1.7147301609171446,Low,32.2484283074278,2023,False
838039,9771,19263,2022-11-22,6,-1.29218478559502,-0.5638212190343505,-0.4600707111123288,New York,Processed,458.88,0,0,0,0,1,0.8047433915453841,-1.29218478559502,Low,459.34007071111233,2022,False
458923,8599,79777,2023-03-28,7,0.46002363235959326,-1.3537919909501903,0.599639412906543,Los Angeles,Processed,2305.17,1,0,0,0,0,-0.4865101142540226,0.46002363235959326,Low,2304.5703605870935,2023,False
956492,8227,35158,2021-01-27,2,-0.15754268541889668,0.454658134109996,-0.9635007764230845,New York,Not Returned,480.4,0,0,0,0,1,1.6066935566932226,-0.15754268541889668,Low,481.36350077642305,2021,False
863920,2707,57025,2021-04-11,4,-0.13231609584742646,1.0878723752567747,-0.6436905599672612,Chicago,Processed,975.36,0,1,0,0,0,1.4724807977624987,-0.13231609584742646,Low,976.0036905599673,2021,False
176348,1393,57088,2023-04-25,8,1.4925119055347635,-1.4782662597495182,-1.2833109928789077,Los Angeles,Processed,3826.32,0,1,0,0,0,1.359956418751479,1.4925119055347635,Low,3827.603310992879,2023,False
529781,3284,36444,2023-05-11,8,-1.2731262357814093,0.5883050558014874,-0.870674505968746,New York,Not Returned,633.84,0,0,0,1,0,1.5530396978180594,-1.2731262357814093,Low,634.7106745059688,2023,False
168691,3397,19379,2023-08-10,6,0.14968113757650725,0.905808905874036,-0.4207719980732659,Houston,Processed,1707.1799999999998,0,1,0,0,0,1.1961987534483371,0.14968113757650725,Low,1707.600771998073,2023,False
779752,5282,65292,2021-11-03,2,0.7780588508856272,0.41783746253764725,-0.9424962918677232,Phoenix,Processed,750.4,0,0,0,1,0,1.5748967958684292,0.7780588508856272,Low,751.3424962918677,2021,False
875058,8348,40752,2022-02-16,8,-1.3454794212556258,1.1634577731935418,0.544756727455438,Phoenix,Processed,550.32,1,0,0,0,0,0.3061878725943199,-1.3454794212556258,Low,549.7752432725446,2022,False
451093,2570,87359,2021-02-14,3,0.4079764654140602,1.1477205127464647,-1.6729103031799637,Phoenix,Not Returned,965.4000000000001,0,0,0,1,0,2.519242253454034,0.4079764654140602,Low,967.07291030318,2021,False
355981,7188,64741,2023-12-30,8,0.4274508381326951,-0.270289481221769,0.33538944591973996,New York,Not Returned,2596.88,0,0,1,0,0,0.09531848246079666,0.4274508381326951,Low,2596.5446105540805,2023,False
139537,7526,26893,2023-04-10,5,0.31039669036837364,-1.1930583621734077,-0.5549296736204121,Houston,Not Returned,1538.6000000000001,0,0,1,0,0,0.7151705987987786,0.31039669036837364,Low,1539.1549296736205,2023,False
544064,3335,50831,2023-10-06,1,1.2943029874732124,0.6621243757933454,0.5820227484407562,Phoenix,Processed,449.69,1,0,0,0,0,0.12197916162561451,1.2943029874732124,Low,449.10797725155925,2023,False
229990,9461,44727,2022-11-24,2,0.7151309845919601,0.007142197186059581,-0.8679642498970864,Houston,Not Returned,732.24,0,0,0,0,1,1.3799884387207904,0.7151309845919601,Low,733.1079642498971,2022,False
475652,4477,71020,2023-05-01,9,-1.3061148529133317,1.256573890575705,-1.0935930678627415,Chicago,Not Returned,670.23,0,0,0,0,1,1.9718303494691232,-1.3061148529133317,Low,671.3235930678627,2023,False
560289,3601,51727,2022-09-27,5,0.8753614106612979,1.3641266683679971,0.6226765895156491,Chicago,Not Returned,1946.2,0,1,0,0,0,0.28708481269778063,0.8753614106612979,Low,1945.5773234104845,2022,False
841495,9003,27732,2021-03-28,4,0.7486047284464108,-0.011798646509922493,-0.3313335477085017,Phoenix,Not Returned,1483.8,0,0,0,0,1,0.8378061045490273,0.7486047284464108,Low,1484.1313335477084,2021,False
338355,2622,54760,2023-11-02,5,1.5789337659622997,-1.3413336116488939,-0.36792200467590513,New York,Processed,2453.8,0,0,0,0,1,0.4847029008020016,1.5789337659622997,Low,2454.1679220046763,2023,False
199522,7482,24176,2021-03-25,8,-0.041874614004655926,0.8058954419829785,-0.9187815512407025,Chicago,Not Returned,2055.12,0,0,0,0,1,1.6649232974265888,-0.041874614004655926,Low,2056.0387815512404,2021,False
778523,1298,40338,2023-01-18,8,1.406090045107227,1.4553261120115,0.5623733919212248,Los Angeles,Not Returned,3726.56,1,0,0,0,0,0.37411890762212485,1.406090045107227,Low,3725.997626608079,2023,False
764594,3093,35691,2022-11-25,2,1.4115650466900462,-1.2561032376486503,-0.1971758721613555,Chicago,Processed,933.22,0,1,0,0,0,0.3389381090256364,1.4115650466900462,Low,933.4171758721614,2022,False
916353,1287,96122,2021-01-06,6,0.26583433571327664,-1.733683571216155,0.01964461357140599,New York,Processed,1807.7400000000002,0,0,1,0,0,-0.01786295502385898,0.26583433571327664,Low,1807.7203553864288,2021,False
944445,4091,15170,2021-09-06,1,-0.7071912620434285,-0.2786543930383539,0.9722996227597268,Phoenix,Processed,160.89,0,0,0,1,0,-0.5440434812543056,-0.7071912620434285,Low,159.91770037724027,2021,False
353618,7890,25142,2022-11-14,9,-1.768925746205303,-0.3969542342938524,1.0312476923183216,Los Angeles,Not Returned,69.21000000000001,1,0,0,0,0,-0.6376656758339673,-1.768925746205303,Low,68.17875230768169,2022,False
133298,6956,44300,2021-04-16,6,-0.6742719487290101,-0.9732569559291038,-0.40383289762539387,Houston,Not Returned,993.8399999999999,0,1,0,0,0,0.6284984353732812,-0.6742719487290101,Low,994.2438328976253,2021,False
441376,3989,25849,2022-12-12,7,1.025819998462566,1.2430134238746788,-0.13822780260276088,Chicago,Not Returned,2876.65,0,1,0,0,0,1.0124904608052119,1.025819998462566,Low,2876.7882278026027,2022,False
781233,4716,86515,2021-05-19,8,-0.2629537918425396,0.44367833169280935,0.5135887826313535,Phoenix,Processed,1799.92,0,1,0,0,0,0.12638577656866568,-0.2629537918425396,Low,1799.4064112173687,2021,False
344883,5306,92790,2021-06-14,6,1.1781497893364434,-0.6568141216761711,-0.39366943735667054,Chicago,Processed,2597.58,0,0,1,0,0,0.7110855509333902,1.1781497893364434,Low,2597.9736694373564,2021,False
290522,8209,16658,2023-02-08,5,0.4114416562892621,-1.5295372822587001,1.0251496161570874,Chicago,Not Returned,1611.5,1,0,0,0,0,-0.9635319183488484,0.4114416562892621,Low,1610.474850383843,2023,False
478638,1859,31487,2023-12-19,2,0.7449316261186969,0.8568994992214181,-1.4831923781637972,Chicago,Not Returned,740.84,1,0,0,0,0,2.244283603896725,0.7449316261186969,Low,742.3231923781639,2023,False
240696,3538,72638,2023-07-09,6,1.3927144083289476,1.5912251253459175,0.7365073445253489,Los Angeles,Not Returned,2783.34,0,0,1,0,0,0.23981746306355334,1.3927144083289476,Low,2782.603492655475,2023,False
989136,4602,26400,2023-01-25,6,-0.9247359451886062,-1.2591493798404507,0.40924392387246183,Houston,Processed,777.0,0,0,0,1,0,-0.2683745226541926,-0.9247359451886062,Low,776.5907560761275,2023,False
860836,9940,56720,2023-11-16,8,0.24920141951230707,-0.05709375411249353,0.7134701679162427,Houston,Processed,2391.12,0,1,0,0,0,-0.22027377617607596,0.24920141951230707,Low,2390.406529832084,2023,False
